url,bucket,status,title,description,h1,h2_count,internal_link_count
https://dotfun.co/legal/privacy-policy,dotfun-growth-services-current,200,Privacy Policy | dotfun Data Protection & User Rights,"dotfun's privacy policy: Learn how we protect your data, our cookie policy, and your rights. Effective May 5, 2025. Contact: connect@dotfun.co",Privacy Policy,9,14
https://dotfun.co/legal/terms-and-conditions,dotfun-growth-services-current,200,Terms and Conditions | dotfun Website Usage Policy,"dotfun's terms and conditions covering website usage, intellectual property rights, liability limitations, and governing law. Effective May 5, 2025.",Terms and Conditions,0,14
https://dotfun.co/offerings/feel-good,dotfun-growth-services-current,200,Growth Marketing | Feel Good Solutions by dotfun,Ready for growth to feel good? Our growth marketing services optimize the entire sales and marketing funnel. Go beyond clicks and get real revenue with dotfun!,Growth Marketing That Hits the Target Every Time,3,14
https://dotfun.co/offerings/look-good,dotfun-growth-services-current,200,"Look Good | Branding, Design & Video Services - dotfun","Transform your brand with dotfun's design, branding, and video services. From brand identity to interactive websites and motion graphics. Make your business stand out.","Design, Branding, Video, You Name It!",3,14
https://dotfun.co/offerings/run-good,dotfun-growth-services-current,200,"Run Good | AI Agents, Operations & Custom Apps - dotfun","Supercharge operations with AI agents, custom applications, and process automation. From data pipelines to MarTech optimization. Transform your business workflow.","AI Agents, Operations, and Custom Applications",3,14
https://dotfun.co/solutions/feel-good/digital-marketing,dotfun-growth-services-current,200,Digital Marketing Services for Demand and Pipeline | dotfun,"Grow demand with digital marketing strategy, content, SEO, paid media, and campaign systems designed to turn attention into qualified pipeline.",Your fractional Digital Marketing Team,7,14
https://dotfun.co/solutions/look-good/branding-design,dotfun-growth-services-current,200,Branding Design Services for Sharper Brand Systems | dotfun,"Build a sharper brand system with dotfun's branding and design services, from identity and messaging to visual assets that make your business easier to remember.","It’s your world, ‍ we’re just building it.",5,14
https://dotfun.co/solutions/run-good/ai-enablement,dotfun-growth-services-current,200,AI Enablement for Practical Business Automation | dotfun,"Bring AI into your business with practical enablement, workflow automation, and custom agents that help teams move faster without losing human judgment.","AI Enablement That Actually Works: From Hype to Reality in 90 Days | At DotFun's Run Good department, We do AI differently.",12,14
https://dotfun.co/tools/markdown-studio,dotfun-growth-services-current,200,Free Markdown Editor & HTML Converter | dotfun,"Transform your markdown writing flow with our free, browser-based markdown editor. Real-time preview, instant HTML conversion, and Google Docs integration.",dotfun Markdown Studio,4,14
https://dotfun.co/work,dotfun-growth-services-current,200,Work | Growth Marketing Case Studies | dotfun,"Explore dotfun case studies across branding, websites, creative, and growth marketing, including client work for apps, service businesses, and B2B teams.",Work,0,19
https://dotfun.co/work/drone-adair,dotfun-growth-services-current,200,Drone Adair Case Study | Interactive Drone Tech Website,"How dotfun created an interactive website for Drone Adair with mouse-tracking animations, dual-brand strategy, and SEO optimization driving traffic growth.",Drone Adair Brand Modernization and Website,3,18
https://dotfun.co/work/edaphic-solutions,dotfun-growth-services-current,200,Edaphic Solutions Case Study | Multi-Location Growth Strategy,"How dotfun helped Edaphic Solutions scale from Boulder/Denver to Hawaii with brand redesign, custom backend systems, and marketing automation.","Edaphic Solutions Brand and Website Redesign, Operations Automation, Marketing",4,18
https://dotfun.co/work/moody-blooms,dotfun-growth-services-current,200,Moody Blooms Case Study | Floral Design Website & SEO,"Discover how dotfun created a sleek rebrand and SEO-optimized website for Moody Blooms, putting floral artistry front and center.",Moody Blooms Website and Rebrand,3,18
https://dotfun.co/work/the-libido-fairy,dotfun-growth-services-current,200,The Libido Fairy Case Study | Email Marketing Success Story,"How dotfun scaled The Libido Fairy from thousands to 1M emails/month with 99% deliverability, 10x list growth, and automated sales pipelines.",The Libido Fairy Operations Automation,4,18
https://dotfun.co/work/widget-pal-and-pixel-pets,dotfun-growth-services-current,200,Widget Pal & Pixel Pets Case Study | Mobile App Branding,"See how dotfun created youthful branding and interactive website for WidgetPal, achieving 4.7 stars and 7,000+ App Store reviews.",Widget Pal and Pixel Pets Website and Branding,3,18
https://dotfun.co/iris,iris-current-platform,200,AI Receptionist & AI Answering Service for Business | IRIS,"IRIS is a 24/7 AI receptionist and AI answering service for Businesses. It handles calls, SMS, web chats, lead capture, and booking so you never miss a customer.",Never Miss a Call with Iris | How Iris Handles Your Calls & Chats,17,7
https://dotfun.co/iris/home-services,iris-current-platform,200,AI Home Services Answering Service | 24/7 AI Receptionist | IRIS,"IRIS is a 24/7 AI receptionist for home services. It answers calls, books jobs, handles SMS & web chats, and captures leads so you never miss a customer.",24/7 AI Receptionist for Home Services,14,7
https://dotfun.co/iris/legal-services,iris-current-platform,200,AI Legal Receptionist & Answering Service for Law Firms | IRIS,"IRIS is a 24/7 AI receptionist for law firms. It handles legal intake, screens clients, books consultations, and answers calls, SMS, and chats instantly.",24/7 AI Receptionist for Legal Services,14,7
https://dotfun.co/iris/product,iris-current-platform,200,AI Receptionist & AI Answering Service for Business | IRIS,"IRIS is a 24/7 AI receptionist and AI answering service for Businesses. It handles calls, SMS, web chats, lead capture, and booking so you never miss a customer.",Never Miss a Call with Iris | How Iris Handles Your Calls & Chats,17,7
https://dotfun.co/iris/property-management,iris-current-platform,200,AI Property Management Answering Service | 24/7 AI Receptionist | IRIS,"IRIS is a 24/7 AI receptionist for property management. It handles leasing calls, maintenance requests, SMS, and web chats to book tours and reduce vacancies.",24/7 AI Receptionist for Property Management,14,7
