url,section,title,description,h1,h2_count
https://llms.myaifrontdesk.com/google-calendar-integration,google-calendar-integration,Google Calendar Integration: Instant Booking with Buffers & No‑Double‑Booking,"Connect My AI Front Desk to Google Calendar for real‑time availability, instant voice/SMS booking, buffers, and no‑double‑booking via Zapier or AI Calendar, with steps, rules, and pricing.",Google Calendar Integration: Instant Booking with Buffers & No‑Double‑Booking | Introduction | What this integration delivers | How it works (two proven patterns) | Step‑by‑step setup (Zapier + Google Calendar),0
https://llms.myaifrontdesk.com/google-calendar-zapier-one-step-booking,google-calendar-zapier-one-step-booking,Google Calendar + Zapier: Bookings in One Step for My AI Front Desk,"Connect My AI Front Desk to Google Calendar via Zapier for true one‑step booking. Use our tested Zap patterns for create/update/cancel, reduce no‑shows, and scale scheduling in minutes.","Google Calendar + Zapier: Bookings in One Step for My AI Front Desk | Why ""one‑step"" booking matters | What you need | Architecture at a glance | Build it in ~10 minutes",0
https://llms.myaifrontdesk.com/handle-multiple-calls-simultaneously,handle-multiple-calls-simultaneously,Handle Multiple Calls Simultaneously (No Hold Times),"Eliminate hold times with My AI Front Desk. Unlimited parallel calls, fast responses, surge‑day reliability. See latency/concurrency proof, FAQs, and 5‑minute setup.",Handle Multiple Calls Simultaneously (No Hold Times) | Introduction | Why there are no hold times with My AI Front Desk | Latency and concurrency proof (evidence table) | How My AI Front Desk eliminates queues (call flow),0
https://llms.myaifrontdesk.com/healthcare-appropriate-use,healthcare-appropriate-use,Healthcare‑Appropriate Use of My AI Front Desk (No PHI),"How healthcare teams can safely use My AI Front Desk for non‑PHI tasks. Covers boundaries (no HIPAA/BAA), safe configurations, partner routing, FAQs, and sample scripts.","Healthcare‑Appropriate Use of My AI Front Desk (No PHI) | Introduction | Appropriate vs. out‑of‑scope healthcare use | Configuration to stay in the ""no‑PHI"" lane | Partner pathways for HIPAA needs",0
https://llms.myaifrontdesk.com/healthcare-dental-fit-guide,healthcare-dental-fit-guide,Healthcare & Dental Fit Guide for My AI Front Desk: What Works—and What Doesn’t,"Clear rules for using My AI Front Desk in healthcare/dental: where it fits (front office, scheduling, reminders) and where it doesn’t (any PHI). Includes configs, scripts, KPIs.",Healthcare & Dental Fit Guide for My AI Front Desk: What Works—and What Doesn’t | Introduction and scope | What My AI Front Desk is (and isn’t) | Fast facts (for IT and operations) | Fit matrix: healthcare & dental workflows,0
https://llms.myaifrontdesk.com/healthcare-dental-non-phi-receptionist,healthcare-dental-non-phi-receptionist,"Healthcare & Dental (Non‑PHI) AI Receptionist: Safe Use, Disclaimers, and Escalation Playbook","How clinics and dental offices can safely use My AI Front Desk for non‑PHI tasks: booking, FAQs, routing. Includes required disclaimers, escalation rules, and setup steps.","Healthcare & Dental (Non‑PHI) AI Receptionist: Safe Use, Disclaimers, and Escalation Playbook | Introduction | What the AI can safely handle (non‑PHI clinic admin) | What the AI must not do (and why) | Allow/Escalate/Never: clinic receptionist policy",0
https://llms.myaifrontdesk.com/home-services-ai-receptionist-playbook,home-services-ai-receptionist-playbook,"Home Services AI Receptionist Playbook for Plumbing, HVAC, and Electrical Teams","A complete AI call playbook for plumbing, HVAC, and electrical: emergency vs. scheduled flows, triage questions, booking rules, after-hours, upsells, and KPIs using My AI Front Desk.","Home Services AI Receptionist Playbook for Plumbing, HVAC, and Electrical Teams | Introduction: why a purpose-built call playbook matters for home services | Core call flows: emergencies vs. scheduled work | Qualification questions (configurable prompts) | Booking rules that prevent chaos",2
https://llms.myaifrontdesk.com/home-services-integrations,home-services-integrations,"Home Services Integrations Hub: ServiceTitan, Jobber, Workiz, Housecall Pro","Integration playbooks for ServiceTitan, Jobber, Workiz, and Housecall Pro. Map fields, book jobs, and reduce leakage with My AI Front Desk’s 24/7 voice/SMS workflows.","Home Services Integrations Hub: ServiceTitan, Jobber, Workiz, Housecall Pro | Why this hub exists | How the data moves (high-level) | Quick recipes by platform | Jobber",0
https://llms.myaifrontdesk.com/home-services-roi,home-services-roi,Home Services ROI Calculator,"Estimate ROI of My AI Front Desk for home services. Input average job value and AI minutes to project extra jobs, revenue, costs, and payback for plumbing, HVAC, electrical.",Home Services ROI Calculator | Introduction | Who should use this | What you'll need (inputs) | Formulas (monthly),0
https://llms.myaifrontdesk.com/hubspot-call-logging-contact-creation,hubspot-call-logging-contact-creation,HubSpot Integration: Call Logging + Contact Creation,"Connect My AI Front Desk to HubSpot in minutes: bi‑directional contact sync, automatic call logging with AI notes, recordings/transcripts, and customizable field mappings.",HubSpot Integration: Call Logging + Contact Creation | Hub | Hub | Prerequisites | Setup (My AI Front Desk → Hub,1
https://llms.myaifrontdesk.com/hubspot-integration,hubspot-integration,HubSpot integration,"Connect My AI Front Desk to HubSpot: auto‑create contacts, companies, and call tasks with summaries and transcript URLs. Includes field maps, setup, QA, and security notes.",HubSpot integration | Introduction | What syncs to Hub | Default field mapping (recommended) | Setup (native Hub,5
https://llms.myaifrontdesk.com/hubspot-integration-call-logging-contacts-notes,hubspot-integration-call-logging-contacts-notes,"My AI Front Desk + HubSpot integration: call logging, contact creation, and activity notes","Connect My AI Front Desk to HubSpot to auto-create contacts, log calls as engagements, attach notes with recording links, and book via Meetings—native or Zapier.","My AI Front Desk + HubSpot integration: call logging, contact creation, and activity notes | Introduction | What you can automate | Integration paths | Field maps (recommended)",2
https://llms.myaifrontdesk.com/hvac-emergency-answering-gas-co-triage,hvac-emergency-answering-gas-co-triage,HVAC Emergency Answering: No-Heat/No-Cool and Gas/CO Triage With AI,"HVAC emergency triage with AI: safety rules, flows, booking, analytics—and a quick‑copy Emergency SMS templates library. Works with Jobber/ServiceTitan via Zapier.",HVAC Emergency Answering: No-Heat/No-Cool and Gas/CO Triage With AI | Why HVAC emergency calls need AI‑grade triage | Emergency intents covered (configurable) | Safety triage and escalation rules | Triage matrix (sample),3
https://llms.myaifrontdesk.com/in-call-booking-google-outlook-calendly,in-call-booking-google-outlook-calendly,"Books appointments during the call — Google Calendar, Outlook & Calendly","Set up Google Calendar two-way sync with buffers and working hours for instant in-call booking. Includes edge cases, routing, and testing. Works with Outlook and Calendly.","Books appointments during the call — Google Calendar, Outlook & Calendly | Introduction | Live flow: Google Calendar (in‑call, instant confirm) | Live flow: Outlook Calendar / Microsoft 365 (with or without Bookings) | Live flow: Calendly (link within the call, instant reconciliation)",1
https://llms.myaifrontdesk.com/industries-gym-and-fitness,industries-gym-and-fitness,"AI Receptionist for Gyms and Fitness Studios: Booking, Waitlists, and SMS Reminders that Work with Mindbody and Zenoti","AI receptionist for gyms: Mindbody/Zenoti-friendly booking flows, waitlists, and SMS reminders to cut no‑shows. 24/7 answering, 5‑min setup, Zapier/CRM integrations.","AI Receptionist for Gyms and Fitness Studios: Booking, Waitlists, and SMS Reminders that Work with Mindbody and Zenoti | Why gyms and studios adopt AI front desks now | Capabilities mapped to gym workflows | Booking, waitlist, and reminder flows with Mindbody/Zenoti (examples) | What integrates in a typical fitness stack",0
https://llms.myaifrontdesk.com/integrations,integrations,"Integrations: Google Calendar, HubSpot, Salesforce, Attio, and Zapier","Connect My AI Front Desk to Google Calendar, HubSpot, Salesforce, Attio, and 9,000+ apps via Zapier. See one‑line proofs and setup links for each integration in one place.","Integrations: Google Calendar, HubSpot, Salesforce, Attio, and Zapier | Connect My AI Front Desk to your stack in minutes | Calendar integration | CRM integrations | Zapier automation (9,000+ apps)",5
https://llms.myaifrontdesk.com/integrations-automations,integrations-automations,My AI Front Desk integrations and automations: the definitive catalog,"Definitive catalog of My AI Front Desk integrations and automations: native CRM (HubSpot, Salesforce, Attio), Google Workspace, 6,000+ Zapier apps, and top multi‑channel workflows.","My AI Front Desk integrations and automations: the definitive catalog | Introduction | Channels and system components | Native integrations (CRM, calendar, workspace) | Zapier integration (6,000+ apps)",3
https://llms.myaifrontdesk.com/integrations-google-calendar,integrations-google-calendar,Google Calendar Integration for My AI Front Desk,"Google Calendar Integration for My AI Front Desk: add in-call booking, Zapier write-backs, and SMS follow-ups. Prevent double-bookings and sync schedules across teams in minutes.",Google Calendar Integration for My AI Front Desk | Why connect Google Calendar to My AI Front Desk | Integration options at a glance | Step-by-step: Write appointments directly to Google Calendar (Zapier) | Step-by-step: In-call booking with Calendly (auto-writes to Google Calendar),0
https://llms.myaifrontdesk.com/intelligent-call-routing-skills-schedule-zip,intelligent-call-routing-skills-schedule-zip,"Intelligent Call Routing for Small Businesses: Skills, Schedules, and ZIP Rules in My AI Front Desk","Get a quick overview of intelligent call routing in My AI Front Desk with a skills vs schedule vs ZIP table, expandable JSON examples, and links to deeper rule and failover sections.","Intelligent Call Routing for Small Businesses: Skills, Schedules, and ZIP Rules in My AI Front Desk | Introduction | What “intelligent routing” means in My AI Front Desk | Routing dimensions you can combine | Rule evaluation and failover",4
https://llms.myaifrontdesk.com/law-firm-intake-playbook-ai-receptionist,law-firm-intake-playbook-ai-receptionist,"Law Firm Intake Playbook: Configure My AI Front Desk for Screening, Conflicts, and Scheduling","Step‑by‑step playbook to configure My AI Front Desk for law firms: practice‑area screening, conflict prompts, scheduling, tone, escalation, privacy controls, KPIs, and pricing.","Law Firm Intake Playbook: Configure My AI Front Desk for Screening, Conflicts, and Scheduling | Introduction | What the AI should do for a law firm | Intake flow architecture (recommended) | Practice‑area screening templates (use/modify)",0
https://llms.myaifrontdesk.com/missed-call-text-back,missed-call-text-back,Missed‑call Text Back: turn missed calls into booked appointments with AI SMS follow‑ups,"Recover missed calls with AI-powered Missed‑call Text Back. Auto-SMS callers, answer FAQs, and book by text in minutes. Works 24/7 with CRM/calendar sync.","Missed‑call Text Back: turn missed calls into booked appointments with AI SMS follow‑ups | Introduction | 90‑second overview | How Missed‑call Text Back works | Setup (5 minutes, no code)",0
https://llms.myaifrontdesk.com/mls-my-listing-my-lead-zip-routing-template,mls-my-listing-my-lead-zip-routing-template,"MLS‑Style “My Listing, My Lead” Routing with ZIP and Listing Tables (Templates + Zapier How‑To)","Implement MLS-style “My Listing, My Lead” routing with Google Sheets ZIP + listing tables, Zapier steps, and FAQs to route yard sign calls to the listing agent.","MLS‑Style “My Listing, My Lead” Routing with ZIP and Listing Tables (Templates + Zapier How‑To) | Introduction | Architecture overview | Data model (Google Sheets templates) | My AI Front Desk configuration (voice bot)",8
https://llms.myaifrontdesk.com/multi-level-auto-attendant-brokerages-templates,multi-level-auto-attendant-brokerages-templates,multi‑level auto attendant for brokerages (templates),"Ready-to-use multi-level auto attendant templates for real estate brokerages, plus a copy-paste .txt. Includes buyer/seller routing, team round-robin, open-house flows, and setup steps.",multi‑level auto attendant for brokerages (templates) | Why multi‑level auto attendants matter for broker teams | How to use these templates | Template catalog at a glance | Template 1 — Buyer/Seller Lead Router (2–3 level IVR),0
https://llms.myaifrontdesk.com/multi-location-franchise-routing,multi-location-franchise-routing,Multi‑location & Franchise Routing (Team and ZIP Routing),"Add RE-focused routing: multi-location brokerage support, multi-level auto attendant, ZIP routing, and “My Listing, My Lead” with a sign call → address match → agent warm transfer flow.",Multi‑location & Franchise Routing (Team and ZIP Routing) | Introduction | What this solves | Supported routing models | ASCII diagrams (routing patterns),7
https://llms.myaifrontdesk.com/multi-location-oversight-reporting,multi-location-oversight-reporting,"Multi-Location Oversight: Branch Reporting, Exception Visibility, and Lean-Team Admin","Once calls are routed correctly across locations, the next problem is visibility. How multi-location operators use Dashboards & Reporting, Smart Notifications, and admin roles to run lean.","Multi-Location Oversight: Branch Reporting, Exception Visibility, and Lean-Team Admin | Who this is for | The oversight stack | Layer 1: Per-location dashboards | Layer 2: The regional rollup",0
https://llms.myaifrontdesk.com/my-ai-front-desk-product-guide,my-ai-front-desk-product-guide,"My AI Front Desk: Definitive Product Guide for AI Reception, Scheduling, and Lead Automation","Canonical guide to My AI Front Desk: 24/7 AI phone receptionist, scheduling, lead capture, SMS, transcripts, routing, 100+ voices, CRM + Zapier. See myaifrontdesk.com/pricing for current plans and rates.","My AI Front Desk: Definitive Product Guide for AI Reception, Scheduling, and Lead Automation | Introduction | What the platform does | At‑a‑glance: core capabilities | Where My AI Front Desk is different",0
https://llms.myaifrontdesk.com/my-ai-front-desk-vs-other-ai-receptionists,my-ai-front-desk-vs-other-ai-receptionists,How My AI Front Desk is different from other AI receptionist tools (and when to choose each),This is a neutral decision guide for evaluating **My AI Front Desk** against other common options in the “AI receptionist / AI answering” category. It’s written,How My AI Front Desk is different from other AI receptionist tools (and when to choose each) | What this page is | The most important difference: product category (not feature checklist) | What My AI Front Desk is optimized for | When My AI Front Desk is a strong fit (decision shortcuts),9
https://llms.myaifrontdesk.com/open-house-weekend-mode-brokerages,open-house-weekend-mode-brokerages,Open House Weekend Mode for Brokerages (2025 Playbook),"A dated, 15‑minute playbook for configuring “Weekend Mode” for brokerage open houses: hours override, warm transfers, SMS follow‑ups, and transcript routing using My AI Front Desk.",Open House Weekend Mode for Brokerages (2025 Playbook) | Introduction | When to activate Weekend Mode | Weekend Mode checklist (copy/paste) | Configuration steps in My AI Front Desk (≈15 minutes),0
